path,title,layer,type,audio_file,audio_script_chars,youtube_id,youtube_title,vimeo_id,vimeo_title,resource_links
"0.2.5.1.1","Sponsor Bonus — New Sale vs Rebuy","deep-dive","lesson","","536","","","","","Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.5.2","Team, Matching & Career Ranks","core","section","audio/coach_0.2.5.2.mp3","1627","","","","","Whitepaper — Marketing Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree ; Whitepaper — Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.5.2.0","Matching Bonuses","deep-dive","lesson","","561","","","","","Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Marketing Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree"
"0.2.5.2.1","Team Bonuses","deep-dive","lesson","","599","","","","","Marketing Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.5.2.2","Career Ranking Bonuses","deep-dive","lesson","","568","","","","","Marketing Rewards=https://whitepaper.rwanftfi.com/en/marketing-rewards ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.5.2.3","22-Level Binary Tree & DAO Unlock","deep-dive","lesson","","548","","","","","Marketing Binary Tree=https://whitepaper.rwanftfi.com/en/marketing-binary-tree ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap"
"0.2.6","What Comes Next","section","section","","2386","","","","","RWANFTFI Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.6.0","Live, Tier-Gated & Roadmap","core","section","audio/coach_0.2.6.0.mp3","1636","","","","","Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official Website=https://rwanftfi.com/"
"0.2.6.0.0","Roadmap — Phase 1, Phase 2 & Phase 3","deep-dive","lesson","","801","","","","","Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; RWANFTFI Official=https://rwanftfi.com/ ; Web Presentation=https://deck.rwanftfi.com/"
"0.2.6.1","RWA, CeFi & VERA AI","core","section","audio/coach_0.2.6.1.mp3","1614","","","1174145756","VERA — RWANFT","Official Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; VERA — RWANFT Vimeo=https://vimeo.com/1174145756 ; Official YouTube Channel=https://www.youtube.com/@viprwanft ; Web Presentation — RWANFTFI=https://deck.rwanftfi.com/"
"0.2.6.1.0","Real World Assets, DeFi & CeFi Integration","deep-dive","lesson","","732","","","","","Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Executive Summary=https://whitepaper.rwanftfi.com/en/executive-summary ; Official Site=https://rwanftfi.com/"
"0.2.6.1.1","CeFi Access","deep-dive","lesson","","555","","","","","Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official Site=https://rwanftfi.com/"
"0.2.6.1.2","AI Assistant","deep-dive","lesson","","557","","","1174145756","VERA — RWANFT","VERA — RWANFT Vimeo=https://vimeo.com/1174145756 ; Roadmap=https://whitepaper.rwanftfi.com/en/roadmap ; Official YouTube Channel=https://www.youtube.com/@viprwanft"
"0.2.6.1.3","AI Support","deep-dive","lesson","","547","","","1174145756","VERA — RWANFT","VERA — RWANFT Vimeo=https://vimeo.com/1174145756 ; Official Site=https://rwanftfi.com/"
"0.2.7","Final - Mastery Check","mastery","lesson","","0","","","","","Whitepaper=https://whitepaper.rwanftfi.com/en/executive-summary ; Official Website=https://rwanftfi.com/ ; Web Presentation=https://deck.rwanftfi.com/"
"0.3","Module 3 — Choose Your Path","core","section","","0","","","","",""
"0.3.0","Passive Pass","deep-dive","section","","0","","","","",""
"0.3.0.0","Passive Path Overview","deep-dive","lesson","","0","","","","",""
"0.3.0.1","Passive Income  Menu","deep-dive","section","","0","","","","",""
"0.3.0.1.0","Mining","deep-dive","lesson","","979","XLcWy1uV8YM","Recommended video: Whiteboard Crypto — Proof of Work Explained","","","Ethereum.org — Proof of Work=https://ethereum.org/developers/docs/consensus-mechanisms/pow/ ; Ethereum.org — Mining (historical Ethereum PoW)=https://ethereum.org/developers/docs/consensus-mechanisms/pow/mining ; Recommended video — Whiteboard Crypto — Proof of Work Explained=https://www.youtube.com/watch?v=XLcWy1uV8YM"
"0.3.0.1.1","Fin PRO","deep-dive","lesson","","0","","","","",""
"0.3.0.1.2","FinFlow","deep-dive","lesson","","0","","","","",""
"0.3.0.1.3","RWA","","lesson","","0","","","","",""
"0.3.0.1.4","CeFi Products","deep-dive","lesson","","0","","","","",""
"0.3.0.1.5","Lending","deep-dive","lesson","","0","","","","",""
"0.3.0.1.6","Staking","deep-dive","lesson","","1048","ja_Irb5LS1k","Recommended video: CoinGecko — What Does Staking Mean?","","","Ethereum.org — Proof of Stake=https://ethereum.org/developers/docs/consensus-mechanisms/pos/ ; Recommended video — CoinGecko — What Does Staking Mean?=https://www.youtube.com/watch?v=ja_Irb5LS1k"
"0.3.0.1.7","Yield Farming","deep-dive","lesson","","1069","qoB5rYSePgk","Recommended video: CoinGecko — What Is Yield Farming?","","","CoinGecko — Yield farming guide=https://www.coingecko.com/learn/what-is-yield-farming ; Recommended video — CoinGecko — What Is Yield Farming?=https://www.youtube.com/watch?v=qoB5rYSePgk"
"0.3.1","Active Pass","deep-dive","section","","0","","","","",""
"0.3.1.0","Digital Presence","deep-dive","lesson","","0","","","","",""
"0.3.1.1","Social Media Setup","deep-dive","lesson","","0","","","","",""
"0.3.1.2","Digital Tools","deep-dive","section","","0","","","","",""
"0.3.1.2.0","Lead Generation","deep-dive","lesson","","0","","","","",""
"0.3.1.2.1","Ai Tools","deep-dive","lesson","","0","","","","",""
"0.3.1.2.2","AI Automatiom","deep-dive","lesson","","0","","","","",""
"0.3.1.3","Team Building","deep-dive","section","","0","","","","",""
"0.3.1.3.0","Personal Development","deep-dive","lesson","","0","","","","",""
"0.3.1.3.1","Leadership","deep-dive","lesson","","0","","","","",""
"0.3.1.3.2","Follow-Up & Duplication Systems","deep-dive","lesson","","0","","","","",""
"0.3.2","Risk Awareness","deep-dive","lesson","","0","","","","",""
"0.4","Module 4 — Resources","utility","section","","0","","","","",""
"0.4.0","Resources","utility","section","","0","","","","",""
"0.4.0.0","RWANFT Resourses","deep-dive","section","","0","","","","",""
"0.4.0.0.0","Training Materials","resource","lesson","","0","","","","",""
"0.4.0.0.1","Downloads","resource","lesson","","0","","","","",""
"0.4.0.0.2","Updates","resource","lesson","","0","","","","",""
"0.4.0.1","DeFi Resourses","deep-dive","section","","0","","","","",""
"0.4.0.1.0","Important Links","resource","lesson","","0","","","","",""
"0.4.0.1.1","DeFi research","deep-dive","lesson","","0","","","","",""
"0.4.1","Bonuses","utility","lesson","","0","","","","",""
"0.5","Module 5 — Support","utility","section","","0","","","","",""
"0.5.0","Support Channels","utility","section","","0","","","","",""
"0.5.0.0","Telegram Group","support","lesson","","0","","","","",""
"0.5.0.1","WhatsApp Group","support","lesson","","0","","","","",""
"0.5.0.2","Zoom Calls","support","lesson","","0","","","","",""
"0.5.1","Help & Troubleshooting","utility","section","","0","","","","",""
"0.5.1.0","Frequently Asked Questions","support","lesson","","0","","","","",""
"0.5.1.1","Common Mistakes","support","lesson","","0","","","","",""
"0.5.1.2","How to Get Help","support","lesson","","0","","","","",""
